epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,134.262,3.41104,6.64831,2.77889,0,0,0,0,2.66519,6.39644,2.52191,0.00040012,0.00040012,0.00040012
